sample_id	1.1.1.205	1.1.1.37	1.2.1.12	2.4.2.10	2.6.1.1	2.7.1.11	3.4.11.1	3.5.1.2	4.1.2.13	4.2.1.3	5.3.1.1	6.2.1.5	9.1.1.1	9.1.2.2	9.1.3.3	9.1.4.4	9.1.5.5	9.1.6.6	9.1.7.7	9.1.8.1	9.1.9.2	9.1.10.3	9.1.11.4	9.1.12.5	9.1.13.6	9.1.14.7	9.1.15.1	9.1.16.2	9.1.17.3	9.1.18.4	9.1.19.5	9.1.20.6	9.1.21.7	9.1.22.1	9.1.23.2	9.1.24.3	9.1.25.4	9.1.26.5	9.1.27.6	9.1.28.7	9.1.29.1	9.1.30.2	9.1.31.3	9.1.32.4	9.1.33.5	9.1.34.6	9.1.35.7	9.1.36.1	9.1.37.2	9.1.38.3	9.1.39.4	9.1.40.5	9.1.41.6	9.1.42.7	9.1.43.1	9.1.44.2	9.1.45.3	9.1.46.4	9.1.47.5	9.1.48.6	9.1.49.7	9.1.50.1	9.1.51.2	9.1.52.3	9.1.53.4	9.1.54.5	9.1.55.6	9.1.56.7	9.1.57.1	9.1.58.2	9.1.59.3	9.1.60.4
S00001	0.3887486281738689	0.0	0.2486472571596329	0.2787755673590457	2.061999411988757	0.6204022583162384	3.618840827957131	0.3685125975600842	0.0	0.0	0.2505912285833873	2.675265836497437	0.0	0.7868017868908165	0.0	1.1640907041422248	0.0	0.0	0.0	0.06010954161429253	0.33407472474130606	2.6564566752028074	0.357576572332678	3.6170403180404165	0.0	0.0	1.383168023822724	0.13926311286934234	0.9452053597222202	6.408075416722344	3.7741157343196488	0.5181182763907968	4.258624009950112	0.1870239352989383	0.7740745298228145	0.0	1.3739945412826868	1.1226204388272991	0.0	0.0	0.5643160362817603	0.73860442589123	0.0	0.3551145346193591	2.4085886394659712	0.0	6.107391411395187	2.1082142363751517	0.0	0.0	2.242668330821979	0.0	1.5532639198758715	1.308086681441651	0.39058292898554503	5.107191565495506	0.9190394323636037	1.4014926130488505	3.675061912198852	0.9041289562389092	0.0	2.1219542241228426	0.47645259524912964	0.8275522935564594	0.34937737810463304	5.891516507099868	0.5821115370948962	0.325664289931293	0.17143682201474203	2.290565657773622	0.2722858289368904	5.031956117727015
S00002	2.8009997283241783	2.703268056131795	0.0	0.09931581016953493	0.848743279035512	0.0	0.0	3.1329311367369153	0.37266853562424523	0.17490224057212558	0.21083265213132701	0.0	0.5291275601187468	0.48150653408529015	0.5486887721272435	1.1069524097793098	0.0	0.33413698249499124	0.8941436540462915	0.0	3.2236940351097014	4.347023976281904	1.6547830221456783	0.22654638997731116	0.6487949566444569	3.474300522051797	0.6192925985046788	6.654378958183384	0.6714744397437065	0.420181364938412	0.9052292328009506	0.2669440517827856	0.3293918637634441	0.0	0.4410752096549852	5.7441473370199745	0.0	0.0	0.804507889103466	1.1369546881073087	0.35641536680519553	0.0	1.7909936371517996	0.0	0.0	0.0	0.6006397915713609	1.335543736601181	0.3543141413236154	1.4316521074613604	5.765426635250254	0.0	1.0940484841535438	1.5651760360380234	2.599147956543159	1.7043028893354184	0.5747918623951151	0.613257419050417	2.896760313410666	8.054383066319279	0.0	0.702143176485436	0.6308569175937971	0.7857278067970846	0.8596630646733978	1.7039173555323912	0.0	0.7219462712334939	0.6717857293881939	0.9192742032290079	1.4856662309346604	0.0
S00003	0.0	0.442157071415786	0.0	0.0	3.6036861726603115	1.2350629932915589	4.2591340493152074	6.695854756894181	0.09293046420608751	0.8065524768257959	0.1326345880686107	1.1854920923993062	0.0	1.1251045900699457	1.3515095657698628	1.3863176978369487	0.12949865502566732	0.7596583823458363	0.6296700777242581	1.142053336430279	0.0	0.3190885996930198	0.0	0.8477118182259804	2.2554576773788546	0.2831250465395057	2.1170336776958583	1.9920837725582972	0.8889429413430132	0.9172845879056736	0.0	0.765785470495507	1.0217252661291858	4.652306369417913	2.1783135904570154	0.8588858746842045	0.6786374383575221	3.8620554345204496	0.0	0.7263495056448219	4.8072373243320605	1.3960573643732197	1.1717539163941237	0.14446096923349874	7.178015159039682	0.5072620365432874	0.1602791795073294	3.838149336342444	9.307160376134277	0.0	0.0	0.7147431564228687	4.8499079715790145	1.6116276015258337	0.19425667952939882	0.27022445688392877	0.3891534532791115	0.994012786412458	0.3196002794577069	2.7011946475376463	0.0	0.0	0.16211713811489503	0.0	0.12500921057724868	1.560934933672354	1.4917589453420472	0.08553874942880794	0.0	0.34594119085134706	0.843741896706065	0.4533292080993256
S00004	2.3332658106797104	0.6808689582217506	1.0860404136605237	1.027885822988039	1.918311620867523	0.0	2.015855338020981	2.554437646705397	1.3099105101986355	1.1674248347697898	2.00437160305704	0.0	0.60261645797818	1.0692467259366154	1.364618008698543	0.5213167352702763	0.9832164046243436	3.9172840684448103	0.8445635856532385	0.19941557873690235	3.3956248438577714	0.0	0.3874933320619542	0.1884044509438111	1.170047960629187	2.3761438644796877	0.7354217250142364	3.9075871137052482	0.3001659614362438	1.0977310043038464	0.6082811021736451	2.921491850785582	1.350389855703734	1.0071800771649413	0.5284685531022623	2.7340040403739287	4.331171268318748	1.256768643854765	0.22664538656280114	1.0997413439110824	0.0	1.1132375759478348	0.6840785221791512	0.0	0.0	4.148172614114781	4.088506642458629	0.18154980960715447	0.7228063983059998	0.0	0.33884490695847	0.3131578621212238	0.8248138454608109	0.0	1.1588655171078943	6.650324688781207	1.613262979710354	0.5555888785691941	0.0	0.8511710320145852	0.5554332288487666	0.0	1.3449798922525347	0.28882338801116364	2.0440654129214955	0.0	1.013685010619956	1.3618375141888617	0.1623631110881383	0.0	1.1811410871402828	0.3533785276093732
S00005	0.0	4.015304314835908	4.762182217397441	0.0	4.157363266126743	0.8056065776984057	3.203614315626221	9.119135869450886	0.7446012403347824	0.0	0.6850287944705694	1.2435465620041295	5.51029201731266	3.3567842511830013	0.6328787559292293	0.9530604653122179	0.8953111030172459	1.582027312555716	1.7992274203332457	0.0	0.4798831861652988	0.1000813014596797	0.0	0.0	0.0	0.7073183351583401	14.035952027466164	0.2966872138571947	0.5424558612651973	0.0	0.3113243013824058	0.0	0.5347723246971526	2.530560942309598	2.0533105167834815	0.0	1.7606745816460199	0.6421128320954608	0.0	0.5544581549546199	1.2106651658884613	1.7654810078868644	1.5392789087595553	0.0	1.5853220199173057	0.563864560286563	6.587558182904324	1.9366994690630701	4.638881108767082	2.9716561686985377	0.0	0.0	0.0	2.7251310338368238	2.4139258963778527	0.0	0.0	2.5261814084572642	8.066553062620132	7.6836377412259935	0.7515525721020162	0.24683727595856664	0.4579371880920576	0.05545778461133923	1.2273838161315342	0.28105000158383747	0.05198838131577936	0.33933414177016347	0.2267385244538261	3.0897836793687894	2.6650827084287814	0.4465686111141569
S00006	8.938058764423108	0.0	0.19835873757016215	2.5487693420031112	0.45195662558769684	0.3817669425909243	0.0	0.0	0.8352736688446643	0.26209022783639246	1.0033676929542024	0.0	0.2525337043853742	1.1649396304526958	0.0	0.32095787073902887	0.0	2.636732577140003	1.897463745217488	0.0	0.6818288535994271	0.0	0.3665990782952539	2.054326078199776	1.1208779295625817	0.29088025684976365	0.6293400110935429	5.2635350819783175	0.0	5.735334413487332	7.96096427608039	0.0	0.0	1.0810557973168609	0.0	0.0	0.6759654247573237	0.0	1.572095055432073	0.9459524782089817	0.0	0.0	0.7119368466997409	0.5653257896870475	1.84685463162394	0.0	0.4058090290126496	0.0	0.0	0.4421357626698381	0.0935141883278661	0.35903366462217373	0.3612496881981536	6.767209757791516	1.8378035086957414	0.0	0.0	0.0	1.1042751150122443	0.0	0.7101547538386732	0.0	0.3351411523708456	0.0	0.34163476360859274	2.1572465683461903	1.7095927383028493	0.900768674326743	0.0	0.13426123641672758	0.7439633844691472	0.0
S00007	0.02544974559051768	0.0	2.0440951800715395	0.7824644297806674	2.657566775171978	0.0	4.800722045448864	1.6035323450559544	1.820563216170739	0.0	0.9201356071546855	1.1541254761728301	1.3244630846674577	0.0	1.11641275167418	0.0	0.06843270683174717	0.17253346462060676	0.0	1.8633307235145253	0.30735996151753153	0.038477899834765246	0.9907552769390031	1.961459862798446	0.6548594362167325	0.0	2.362868045179248	4.431795293780284	0.0	0.3577794706674733	0.17610478312495514	0.0	0.5576344478834611	0.0	0.7923456040577367	1.267035275012374	5.895224639591141	2.3490624434792484	0.0	2.9388241015920507	0.0	1.1980398639416865	0.5574241856881709	0.0	1.6758780380457547	1.3138913346710743	0.0	1.1310374522620503	3.340179155817561	0.09655977066300551	0.0	1.9232442342949243	0.0	0.5626589994715109	3.055076895008	1.0304505727326312	2.72643144728782	1.0029212811183976	1.0232479647085775	0.8331570868072156	0.7366499193174427	0.8682892058449954	0.3028161089002016	0.0	0.5244876150785831	0.8514693448206425	0.0	0.4696250140570059	0.12290994521121149	0.24939539606454003	0.0	1.0279164542943322
S00008	0.1419941713614374	0.44200283780528493	0.18423055235990837	0.0	0.0	0.0	1.792088884576052	0.0	0.0	1.5364728852116627	1.8059168293560608	1.5131576850896173	1.2388225664754513	0.5230009664016692	10.868061876987587	0.0	1.3607708829353433	0.3743371202901659	2.8270072471350205	0.6015347385710715	3.546044785431475	0.22482007002414778	0.4111727024312177	0.0	1.087449618982515	0.7030557267422894	0.0	0.0	1.79351436122626	0.8286893190344875	0.3990087944169099	0.0	1.759379181742535	0.0	8.052551327667752	1.3261623442885055	0.5263021998623922	1.5906690597199717	1.4615963788791677	1.1046574475228748	0.6395922112366373	0.7408163131947574	3.222632997233168	0.15100208299323994	5.938752450117433	0.5452060575967976	1.726464789716362	0.3941808080550453	0.8716580750418899	0.48845975953650494	0.37692799864859317	0.0	2.588527738452876	0.0	0.5494038101940987	0.0	1.3625518026269734	0.5808340118089866	0.36015664046836593	0.18155341775438985	3.638122652025554	1.2342981851361692	0.32009575441728816	0.9728235167185112	0.13383185870608202	1.997739776233038	0.2782612457083482	0.0	0.0	3.3457454147769585	0.8543634084598433	2.955656889615377
S00009	1.6261584842836074	0.0	0.7335777286442781	5.742610739967051	0.4354299884447221	1.5449719855235096	0.5603146629059383	2.038284888810818	0.4386543874513407	2.578235644306914	0.0	0.0	0.46206231613178206	1.7245853317517228	0.0	0.0	1.4798672944941533	2.535995179199694	0.9794932373919932	0.7748536172600939	2.0283910913690444	0.4556702348025266	1.2668975683755972	0.0	0.1532547814185644	0.0	2.2793278869457088	0.31881910613113423	0.0	0.4784010064404865	6.14483484266657	0.7896424918659173	0.04652001879663829	0.7386946046341593	2.190929670239603	4.203306849006541	0.0	0.8459007469362105	3.430807011924113	1.2589400323011473	0.8196267931154098	2.2847058604774326	0.0	0.33287943117980867	1.3850143460177182	0.0	1.830586564646788	21.99984000826648	0.47116759293065025	0.3192898986456414	0.0	0.14317991999039398	0.0	0.31537959716786307	1.6185897518803536	0.9454298893091688	2.7627142362048986	1.2958401453029937	0.0	1.1163040872666072	2.831948078788964	0.4682091280688158	1.3978365048853563	2.6268644343025813	2.7348220284175024	0.0	1.658482200129814	0.0	0.5018474699842944	0.0	0.782291101818101	3.017834471302334
S00010	0.8057713563398011	0.0	0.22810639175733916	0.0	3.19279712832919	0.0	0.0	0.8028121437782372	0.0	0.0	0.27634210690550565	0.854823316893162	1.7379354502512723	0.0	0.0	0.6298116119340932	0.301086065447898	1.634699618038219	0.0	0.0	1.3727540434554542	1.1633677468867918	0.0	1.4066221266814658	0.0	0.8140894676224196	1.7494199867766596	1.4454783460941367	0.43403488374350047	0.7710509604320493	0.0	0.0	0.3486281994213058	2.470471001763907	0.9579319554963273	0.5387722215083649	0.0	1.228395442289989	0.0	4.590816787815451	0.886449353259249	0.8764872992186662	0.48004209893416194	1.5365134121527597	2.413491129948801	0.0	2.8015967888419864	0.0	0.5637703741726222	0.7033956360276015	2.3301283844662515	0.0	0.41344538099391476	0.0	1.989495863535752	1.7024856971340652	0.9698970010078298	0.8687139084594893	0.46516595020075013	0.6682992264691353	1.1317581041677693	1.8916007056466462	2.4029967592629284	0.4694965408468362	2.8840322927947146	0.0	0.6737085574282393	1.3271156910556907	0.45870267743248566	0.14786342245758222	0.17942334559172168	3.4771057979142754
S00011	0.0	1.9816766038113538	1.9445896538022072	0.22072208166079546	2.2963590143037	2.5460614155940577	0.0	0.841287511795826	0.0	0.4818446485183408	0.17801449806568811	0.0	0.0	1.7585790017050706	1.298804279824052	1.6111711780582276	0.48189389331256716	1.6891087767469748	5.9759040481901025	0.23029693157060183	1.1702682422122312	2.364320847716551	0.0	0.3071527219595224	5.521388266407632	1.2089099771715066	3.57875529731668	0.0	0.0	2.91357665070045	1.9487551239246503	27.002466643615612	3.3117496512411164	5.610783479108366	0.5813620216248793	0.4795444893220922	0.0	0.24135483025723775	2.6490153328602046	0.2586782704261972	0.2563566633305346	0.0	4.931841962282179	1.5183980432267494	0.0	0.3266272689263053	0.925463692223631	0.0	0.9316164091348387	0.49281008194558146	0.43566914481333985	0.7537679906437594	0.0	1.6856754444723971	0.0	0.0	0.14263045658308546	0.4721101268916638	0.5032990967305223	0.23102769120135105	1.7966477273259527	2.259839645906271	0.0	1.6794711462014134	1.0929063255864095	9.293063244897212	1.1697554601865054	0.5532820289742976	2.207980371235376	2.171715024600869	1.372587185249132	3.076054622362895
